Postcode,ABSTUDY (Living allowance),ABSTUDY (Non-living allowance),Age Pension,Austudy,Carer Allowance,Carer Allowance (Child Health Care Card only),Carer Payment,Double Orphan Pension,Disability Support Pension,Family Tax Benefit A,Family Tax Benefit B,Health Care Card,Low Income Card,Newstart Allowance,Parenting Payment Partnered,Parenting Payment Single,Partner Allowance,Pensioner Concession Card,Commonwealth Seniors Health Card,Sickness Allowance,Special Benefit,Widow Allowance,Widow B Pension,Wife Pension (Partner on Age Pension),Wife Pension (Partner on Disability Support Pension),Youth Allowance (other),Youth Allowance (student and apprentice)
4746,0,0,6,<5,11,<5,<5,0,6,53,38,31,<5,10,<5,10,0,29,<5,0,0,0,0,0,0,0,<5
4750,<5,17,312,6,109,<5,42,<5,101,381,322,327,45,198,24,130,0,670,31,<5,0,5,0,0,0,36,10
4751,0,5,345,<5,71,<5,37,0,60,208,174,189,27,106,16,52,0,523,54,<5,0,<5,0,<5,<5,15,<5
4753,0,<5,231,<5,72,5,17,0,44,221,181,162,23,84,11,48,0,380,30,<5,0,0,0,0,0,9,7
4754,<5,<5,180,<5,28,<5,17,0,36,148,122,112,12,75,5,39,0,313,24,0,<5,0,0,<5,0,15,<5
4756,0,0,86,0,18,0,12,0,18,45,38,41,7,33,0,16,0,151,7,<5,0,<5,0,<5,<5,<5,<5
4757,<5,0,45,<5,7,0,<5,0,14,28,22,23,<5,15,0,<5,0,75,5,0,0,0,0,0,0,<5,0
4798,0,0,110,<5,20,<5,8,0,32,52,39,40,<5,25,5,11,0,172,24,0,0,0,0,0,0,<5,<5
4799,0,0,166,<5,46,0,27,0,59,80,63,80,16,62,<5,19,0,311,15,0,0,<5,0,<5,<5,<5,<5
4800,<5,10,982,5,250,6,112,0,310,583,444,479,65,315,28,118,<5,"1,713",135,<5,0,6,0,6,<5,35,13
4802,<5,8,643,10,153,7,70,0,287,771,611,695,75,500,42,172,0,"1,391",75,6,<5,<5,0,<5,<5,49,16
4803,0,0,7,0,<5,0,<5,0,<5,26,17,12,<5,5,0,<5,0,16,0,0,0,0,0,0,0,<5,0
4804,0,<5,233,<5,37,<5,18,0,73,108,89,122,10,103,12,25,0,392,15,<5,0,<5,0,<5,0,12,<5
4805,7,35,"1,405",<5,294,6,120,0,454,734,594,836,79,636,57,203,5,"2,461",124,5,<5,7,0,<5,<5,76,20
